record_id,first_name,surname,full_name,email,address,phone_number,date_of_birth,uk_nino,pan_number,uk_sort_code,uk_account_number,uk_iban,merchant_name,merchant_types,latitude,longitude,is_open,price_level,place_id,data_source,original_record_id
1,Tristan,McDonnell,Tristan McDonnell,james.murray.mp@pearl-investments.com,"1 Overcliffe, Gravesend DA11 0EF, UK",+44 7732733872,23/03/1989,AY 90 96 31 B,342472332403418,63-87-24,36295452,GB67ABCD63872436295452,General Location,point_of_interest|establishment,,,,,,mplist_650,1
7919,Nigel,Huddleston,Nigel Huddleston,nigel.huddleston@yandex.com,"5 Greenfield Park, Newry BT34 2EN, UK",+44 7541 394 475,1998-06-21,OM298950D,3420 458303 28415,65-93-82,90877151,GB42549237453114741013,Newry Computer Services,electronics_store|store|point_of_interest|establishment,54.1791654,-6.3280716,,,ChIJ1dHDlljbYEgRlpNaSX9Nm7A,merchant_9056,7269
7920,Derek,Twigg,Derek Twigg,derek.twigg@supabase.io,"1 Merchants Quay, Newry BT35 6AL, UK",020 4261 4086,01 October 1972,EA568704A,4120 3034 1801 8851,75-53-98,13271654,GB33666927401280184640,Argos Newry,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,54.1752436,-6.3409938,True,2.0,ChIJX1BXP1bbYEgRXNbsfu38RxM,merchant_9056,7270
7921,Nicholas,Dakin,Nicholas Dakin,nicholas_dakin@ibm.com,"Unit 15, 39 Newtown Rd, Newry and Mourne 7JJ, Newtown Road, Camlough, Calough BT35 7JJ, United Kingdom",0140 444 990,09 September 2003,XP333835C,4922 3198 8079 2994,47-39-60,21299351,GB41322432943930271833,Digital Isle LTD,electronics_store|store|point_of_interest|establishment,54.174773,-6.42084,True,,ChIJnYP06XfEYEgRyl3ukvN3QA0,merchant_9056,7271
7922,Satvir,Kaur,Satvir Kaur,s.kaur@codesandbox.io,"8, Damolly Retail Park, Armagh Rd, Newry BT35 6PR, UK",0116 264 915,21 October 1967,JX486584D,3481 537329 41912,64-76-80,14151022,GB18743400118792889413,Halfords - Newry Store,clothing_store|bicycle_store|electronics_store|car_repair|store|point_of_interest|establishment,54.1914448,-6.3481349,True,,ChIJO-bUprLcYEgRnM5wbl2gri8,merchant_9056,7272
7923,Sarah,Coombes,Sarah Coombes,sarahcoombes@paypal.com,"Damolly Retail Park, 1a, Armagh Rd, Newry BT35 6PR, United Kingdom",+44 7512 756 541,1964-11-12,MJ352964A,4676 6433 2179 2208,66-53-97,46234385,GB68551502678893531581,Smyths Toys Superstores,clothing_store|electronics_store|store|point_of_interest|establishment,54.1904317,-6.3494763,True,2.0,ChIJO-bUprLcYEgR4Wkd0iyKLLY,merchant_9056,7273
7924,Naushabah,Khan,Naushabah Khan,naushabahkhan@aws.amazon.com,"36 Hether Dr, Carlisle CA3 0ES, UK",0192 351 761,1987-07-16,NE154708D,4547 1352 0773 0899,60-53-87,97560480,GB60664944539427603744,Retel Electronics,electronics_store|home_goods_store|store|point_of_interest|establishment,54.9176237,-2.9510874,True,,ChIJrVNnevkZfUgRWcqrJbSMQew,merchant_9056,7274
7925,Clive,Jones,Clive Jones,clive_jones@hotmail.com,"5 Carlyle's Ct, Carlisle CA3 8RY, UK",+44 7412 901 906,30-04-1969,YZ004435B,3770 799407 02747,34-82-80,86505811,GB75504837037689505188,Sony,electronics_store|store|point_of_interest|establishment,54.8955244,-2.9372281,True,,ChIJf0KYXyYafUgR5WFMz3VIiFA,merchant_9056,7275
7926,Sarah,Owen,Sarah Owen,sarahowen@tiscali.co.uk,"Unit D, Kingstown Retail Park, Parkhouse Rd, Carlisle CA3 0JR, UK",020 4304 5535,15-01-1995,JZ382044C,5189 5058 6634 6876,28-35-66,13490639,GB30896684696103996888,Currys PC World Featuring Carphone Warehouse,electronics_store|home_goods_store|store|point_of_interest|establishment,54.9282787,-2.9497235,True,2.0,ChIJrX9iPVUXfUgRacEJVski3uQ,merchant_9056,7276
7927,Gill,German,Gill German,germang@canva.com,"Shaddongate, Carlisle CA2 5TE, UK",+44 7770 770 937,26-04-1964,MY180282C,5490 7648 0633 1675,91-74-40,21346644,GB35296454635869623469,Bang & Olufsen,electronics_store|store|point_of_interest|establishment,54.8932788,-2.9446227,True,,ChIJ1yYncIgZfUgRwn-D111hMt4,merchant_9056,7277
7928,James,Cartlidge,James Cartlidge,cartlidgej@tiscali.co.uk,"40/42 Scotch St, Carlisle CA3 8PU, UK",+44 7966 426 636,21 February 2006,NG487523A,4680 7877 2702 3545,93-36-82,63285618,GB60528591567887121759,CeX,electronics_store|store|point_of_interest|establishment,54.8958075,-2.9356825,True,1.0,ChIJNZwzhyYafUgRy3OtGiO9n-k,merchant_9056,7278
7929,Patrick,Hurley,Patrick Hurley,hurleyp@hotmail.com,"2 Shaddongate, Carlisle CA2 5TE, UK",0150 855 789,1958-06-26,LJ490616C,4641 1795 3286 1023,25-46-51,79901057,GB74456765466896737903,Panasonic Store,electronics_store|store|point_of_interest|establishment,54.8935355,-2.9450143,,,ChIJ95HQZYgZfUgRpDZ5M6relQY,merchant_9056,7279
7930,John,Hayes,John Hayes,j.hayes@codespaces.github.com,"10-16 Abbey St, Carlisle CA3 8TX, UK",+44 7355 574 573,20/07/1967,NL659462C,4949 8345 4562 5100,77-76-71,63537892,GB56590489057497912402,Northern Vacuums Ltd,electronics_store|home_goods_store|store|point_of_interest|establishment,54.8952494,-2.9417853,True,,ChIJJw25nCcafUgRsVZGeMP9w1E,merchant_9056,7280
7931,Mary Kelly,Foy,Mary Kelly Foy,mary kelly616@rocketmail.com,"The Market, Scotch St, Carlisle CA3 8QX, UK",020 6285 8043,1984-08-27,MG435572C,3482 928347 66581,20-20-80,88167591,GB57229247185333492535,Tekki Stuff,electronics_store|store|point_of_interest|establishment,54.8958284,-2.9364766,True,,ChIJAThkJyQafUgRDrpZPN_FHeI,merchant_9056,7281
7932,Richard,Burgon,Richard Burgon,r.burgon@dropbox.com,"5 Victoria Viaduct, Carlisle CA3 8EJ, UK",+44 7209 589 933,1996-07-10,YM843150B,3455 791856 65944,90-17-43,99998922,GB47315215534892058598,Alauna Vapour Store Ltd,electronics_store|store|point_of_interest|establishment,54.8920036,-2.9356759,True,,ChIJW95Y9y4bfUgRIq4nnSP0gDw,merchant_9056,7282
7933,Jeremy,Corbyn,Jeremy Corbyn,jeremy_corbyn@canva.com,"245 Crown St, Carlisle CA2 5AW, UK",07671 725 570,1956-04-05,SJ386278B,5956 6929 7298 2080,56-75-25,29585414,GB26645117027755234191,valve stuff,electronics_store|store|point_of_interest|establishment,54.889457,-2.9328795,,,ChIJa3v85y4afUgRxwJUFzeCPYc,merchant_9056,7283
7934,Alex,Barros-Curtis,Alex Barros-Curtis,alexbarros-curtis@nvidia.com,"55 Scotch St, Carlisle CA3 8PD, UK",+44 7713 831 427,08/02/1954,SW493672D,4770 8093 8037 7151,45-98-68,96047943,GB98002591303016502653,GAME,electronics_store|store|point_of_interest|establishment,54.8948253,-2.9351404,True,,ChIJLaWh0SUafUgRsRErhnnNySk,merchant_9056,7284
7935,Sarah,Edwards,Sarah Edwards,sarah_edwards@spotify.com,"Kingstown Retail Park, 2B, Parkhouse Rd, Carlisle CA3 0JR, United Kingdom",07926 444 365,04/08/1961,CJ944564C,4689 8184 3023 7260,67-14-73,99089644,GB52798442582032220808,Argos,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,54.927414,-2.9478427,True,2.0,ChIJJ_sgPFUXfUgRfTC8V-CLHHk,merchant_9056,7285
7936,Rachel,Blake,Rachel Blake,rachel_blake@splunk.com,"59 English St, Carlisle CA3 8JU, UK",07174 182 890,13 December 1977,GE827276B,5061 4275 4339 8581,64-63-50,58830327,GB69425715345406212963,Stormfront (Carlisle),electronics_store|store|point_of_interest|establishment,54.8930725,-2.9345901,True,,ChIJn2g0-SUafUgRE3qr2z3Osuc,merchant_9056,7286
7937,Lewis,Atkinson,Lewis Atkinson,lewis845@ee.co.uk,"Church St, Carlisle CA2 5TF, UK",07544 427 697,17-01-1952,KE704612C,3455 061013 77318,76-85-62,76729406,GB89933876939034540428,Argos Carlisle,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,54.8951363,-2.9470463,True,2.0,ChIJTW6oDqQZfUgRkF4FJHqmDMg,merchant_9056,7287
7938,Sarah,Dyke,Sarah Dyke,sarah_dyke@gitlab.com,"13 Grapes Ln, Carlisle CA3 8NH, UK",07408 126 174,03 August 2006,NP402051B,3439 118156 05595,53-73-99,38681278,GB97091165080259177140,Wilkinson Cameras,electronics_store|home_goods_store|store|point_of_interest|establishment,54.8948587,-2.9340446,True,,ChIJ_R1fziUafUgRsBVq4hrGoow,merchant_9056,7288
7939,Patrick,Spencer,Patrick Spencer,patrick970@o2.co.uk,"106 English St, Carlisle CA3 8ND, UK",+44 7387 755 701,26 May 2002,NB941457A,3733 523156 99667,66-75-48,91315452,GB82486109377787420600,British Heart Foundation,clothing_store|electronics_store|home_goods_store|book_store|store|point_of_interest|establishment,54.8923731,-2.9343314,True,1.0,ChIJAVm-UC8afUgR-xo5KdvddWg,merchant_9056,7289
7940,Justin,Madders,Justin Madders,maddersj@invision.com,"16 Port Rd, Carlisle CA2 7AJ, UK",020 7869 7594,01-01-1968,CL350678D,4106 2340 1429 9815,89-74-81,81584463,GB63062790371998787488,@Home PC,electronics_store|store|point_of_interest|establishment,54.8941517,-2.9521054,True,,ChIJJ7QiCY8ZfUgRwyz9-6j_758,merchant_9056,7290
7941,Lincoln,Jopp,Lincoln Jopp,lincoln.jopp@cloudflare.com,"Unit 1, St Nicholas Gate, London Rd, Carlisle CA1 2EA, UK",0138 655 896,12 October 1976,WX082951C,3705 352374 96698,17-94-45,88852063,GB73939564833825611155,Halfords - Carlisle Store,clothing_store|bicycle_store|electronics_store|car_repair|store|point_of_interest|establishment,54.8860842,-2.9219517,True,,ChIJG6pkyTMafUgRd6uhW14yios,merchant_9056,7291
7942,Chris,Law,Chris Law,chris.law@cloud.google.com,"44 Abbey St, Carlisle CA3 8TX, UK",07416 418 173,1988-08-10,LA437714C,5480 6673 6829 2414,15-65-21,38491805,GB35453565728768803250,Vinyl Cafe,electronics_store|home_goods_store|store|point_of_interest|establishment,54.8947933,-2.9403529,True,,ChIJo7UPnScafUgRocuyWE76z2g,merchant_9056,7292
7943,Tonia,Antoniazzi,Tonia Antoniazzi,toniaantoniazzi@gmx.com,"The Parkhouse Building, Kingmoor Business Park, Baron Way, Carlisle CA6 4SJ, UK",07315 514 483,24 April 1986,RK456751B,4938 0520 2340 8729,25-38-74,39229450,GB20498382456407195038,Cumbria Music Hub,electronics_store|home_goods_store|store|point_of_interest|establishment,54.9340343,-2.9622585,,,ChIJJ0YKiVoXfUgR9jsi5UUZZwc,merchant_9056,7293
7944,Marie,Goldman,Marie Goldman,mariegoldman@fly.io,"47/53 Kensington High St, Kensington, London W8 5ED, UK",+44 7219 173 374,1973-04-08,CJ969662D,3470 603573 73724,44-42-21,86234999,GB20694727428053099278,Currys PC World Featuring Carphone Warehouse,electronics_store|home_goods_store|store|point_of_interest|establishment,51.5020847,-0.1895766,True,2.0,ChIJyw4Zf98EdkgRDgkXjSere0k,merchant_9056,7294
7945,Ayoub,Khan,Ayoub Khan,ayoub_khan@planetscale.com,"258 Fulham Rd, Kensington, London SW10 9EL, UK",020 3373 3238,21-08-1985,EC459304C,4173 6972 9011 6839,56-93-84,51009840,GB69999211203555084604,"Richer Sounds, London Chelsea",electronics_store|home_goods_store|store|point_of_interest|establishment,51.4846132,-0.183653,True,2.0,ChIJSfTOiWQFdkgRC0fFnFOcrDQ,merchant_9056,7295
7946,Elsie,Blundell,Elsie Blundell,elsie34@elastic.co,"23 Harrington Rd, South Kensington, London SW7 3EU, UK",+44 7153 271 408,22 December 2003,WS031300A,5330 6675 1249 8964,14-29-62,84899219,GB17164284064406078680,Kentronic ltd.,electronics_store|store|point_of_interest|establishment,51.493961,-0.176341,True,,ChIJqWSmVV0FdkgR7NJJahaUaxY,merchant_9056,7296
7947,Sarah,Smith,Sarah Smith,s.smith@lineone.net,"3a, 50 Brompton Rd, Knightsbridge, London SW3 1BW, UK",020 9579 5460,17-01-1979,NW395199C,5545 4011 0957 5629,77-96-17,73463164,GB47542483948529714190,Bang & Olufsen,electronics_store|store|point_of_interest|establishment,51.5007996,-0.1626956,True,4.0,ChIJZ-9E6DgFdkgRVBDQJYvw-1Y,merchant_9056,7297
7948,Laurence,Turner,Laurence Turner,laurence159@google.com,"369D Fulham Rd, Chelsea, London SW10 9TR, UK",020 7175 7538,19 April 1969,XH737407D,5270 5806 3649 3778,36-72-61,60798691,GB77120434171851536041,ELECTROCLINIC,electronics_store|store|point_of_interest|establishment,51.485042,-0.182219,True,,ChIJlxQ5ZGMFdkgRN44LNfLtCDI,merchant_9056,7298
7949,Charlie,Dewhirst,Charlie Dewhirst,dewhirstc@cisco.com,"Harrington Rd, Kensington, London SW7 3HD, UK",+44 7392 785 117,08/10/1968,LY295335C,3490 363402 03869,76-33-17,47612187,GB63945661008857550884,NK AV,electronics_store|store|point_of_interest|establishment,51.4938474,-0.1768851,True,,ChIJF8r_92cFdkgR5YWN6WS3ICI,merchant_9056,7299
7950,Lucy,Rigby,Lucy Rigby,l.rigby@cloudflare.com,"47/53 Kensington High St, Kensington, London W8 5ED, UK",07669 259 602,27/08/1981,JG673766A,5773 8847 5422 2996,60-68-78,90097705,GB55711667423554568745,Currys PC World,electronics_store|home_goods_store|store|point_of_interest|establishment,51.5020677,-0.189597,True,2.0,ChIJSedRZ3YPdkgRXZS4VV2g6xg,merchant_9056,7300
7951,Gerald,Jones,Gerald Jones,gerald_jones@invision.com,"Ariel Way, White City, London W12 7GF, UK",+44 7622 590 546,27-01-1965,YW585241A,3432 280644 36727,83-81-75,54287078,GB25753605068417050038,Apple White City,electronics_store|store|point_of_interest|establishment,51.5075205,-0.2207065,True,3.0,ChIJ25h8odkPdkgREqDsQ1PPmC4,merchant_9056,7301
7952,Chris,Law,Chris Law,c.law@zoom.us,"Unit 2226, Westfield Shopping Centre, Ariel Way, London W12 7GD, United Kingdom",07435 218 440,07-05-1993,ZX912367A,4615 4759 0968 0575,94-51-49,80327238,GB53276249282316477275,Mi Store,electronics_store|store|point_of_interest|establishment,51.508242,-0.2203414,True,,ChIJV1lwxL0PdkgR2dzlVHkLgLI,merchant_9056,7302
7953,Sarah,Bool,Sarah Bool,sarahbool@miro.com,"305-317 Westbourne Park Rd, Notting Hill, London W11 1EF, UK",0152 525 560,05-12-2005,HX533447A,3473 554768 83770,57-58-96,76224388,GB49499655357650911450,Nu-Line. Painting And Decorating Shop,electronics_store|hardware_store|furniture_store|home_goods_store|store|point_of_interest|establishment,51.5166318,-0.2058021,True,,ChIJbfZRdh4QdkgRv91lH7xJANE,merchant_9056,7303
7954,Lewis,Atkinson,Lewis Atkinson,lewisatkinson@uber.com,"Level 1, Unit SU2208, London W12 7HT, United Kingdom",07238 511 985,03/10/1950,NR535753A,4109 2794 9126 1478,81-46-79,16042692,GB11123767224207648894,Currys PC World Featuring Carphone Warehouse,electronics_store|home_goods_store|store|point_of_interest|establishment,51.5091377,-0.2215498,True,2.0,ChIJmc5KLD8PdkgRESO6AAJ0eUo,merchant_9056,7304
7955,Bobby,Dean,Bobby Dean,b.dean@ee.co.uk,"120 Kensington Church St, Kensington, London W8 4BH, UK",020 1231 4821,29-07-1971,HH977654A,5274 1424 3387 4573,85-84-42,68891527,GB64517935089274652846,Marchant,electronics_store|store|point_of_interest|establishment,51.5069937,-0.1943517,True,,ChIJOWXSLPoPdkgRgmhGdLHsvys,merchant_9056,7305
7956,Douglas,Alexander,Douglas Alexander,douglasalexander@linkedin.com,"Unit 16 The Broadway West 12 Shopping Centre W12 8PP, United Kingdom",0191 687 425,31/01/2001,TR121908D,5449 2427 8683 2955,25-25-37,12526186,GB67384094507552522501,CeX,electronics_store|store|point_of_interest|establishment,51.503722,-0.219072,True,1.0,ChIJA2RFtsQPdkgRnljGlMkQxKM,merchant_9056,7306
7957,Sarah,Green,Sarah Green,sarah_green@outlook.com,"126 Queensway, Bayswater, London W2 6LS, UK",+44 7647 353 488,30 September 2003,MM969202B,4161 8694 8579 2083,15-49-74,76098951,GB14456610109935973374,CeX,electronics_store|store|point_of_interest|establishment,51.5143045,-0.1876353,True,1.0,ChIJOd03UVUFdkgRL1aPvN8D9l8,merchant_9056,7307
7958,Ruth,Cadbury,Ruth Cadbury,r.cadbury@live.com,"Unit F9, Queensway Market, 33 Queensway, London W2 4QJ, United Kingdom",+44 7558 695 131,22 April 1992,NG306055D,5313 3936 3477 2387,87-36-98,71036958,GB32995323720168102116,GVC Good Value Computer,electronics_store|home_goods_store|store|point_of_interest|establishment,51.5112367,-0.1875034,True,,ChIJ_a0pjFUFdkgRVSV2ZvV-pKg,merchant_9056,7308
7959,Greg,Smith,Greg Smith,greg_smith@redis.com,"Churchward House, Ivatt Pl, Hammersmith, London W14 9LW, UK",0191 668 160,04/01/1961,MT620666B,3464 136997 34624,96-52-87,44973092,GB36891916770246602637,Yellowstore,electronics_store|store|point_of_interest|establishment,51.4885138,-0.2033589,True,,ChIJxU-hYpEPdkgRbqhgkjk7t08,merchant_9056,7309
7960,Gagan,Mohindra,Gagan Mohindra,mohindrag@redis.com,"33 Bedford Gardens, Kensington, London W8 7EF, UK",0192 633 545,12 March 1992,CZ081307C,5098 8195 2658 1220,56-26-29,95089940,GB50875263784338098309,Matelect Ltd,electronics_store|store|point_of_interest|establishment,51.5060558,-0.1957693,,,ChIJT9EXRPoPdkgRRfOccWeECcA,merchant_9056,7310
7961,Steve,Reed,Steve Reed,steve_reed@elastic.co,"87 Earls Ct Rd, Kensington, London SW5 9FE, UK",+44 7593 595 309,24 August 1985,AS772069D,3456 781957 78751,44-52-26,84232968,GB30853432257793446656,Danesoft Trading,electronics_store|store|point_of_interest|establishment,51.4962534,-0.1965757,,,ChIJpyD_APMPdkgRfc3zqBXVmS0,merchant_9056,7311
7962,Toby,Perkins,Toby Perkins,t.perkins@adobe.com,"G847, 705, 415 King's Rd, London SW10 0LR, United Kingdom",0168 319 452,1946-03-30,LH000652B,3729 090441 55372,11-51-82,70892206,GB72462298397764805196,Al Jawareh AC Workshop,electronics_store|store|point_of_interest|establishment,51.4826469,-0.1780577,,,ChIJXdqExXoFdkgRjx2LOGedu88,merchant_9056,7312
7963,Tristan,Osborne,Tristan Osborne,tristan_osborne@protonmail.com,"49 Princes Gate, Knightsbridge, London SW7 2PG, UK",07559 930 588,11/12/1992,TA263405A,5651 7598 3494 1593,39-60-45,93156373,GB53214325616130678537,CASEnCHASE,electronics_store|store|point_of_interest|establishment,51.4996657,-0.174039,,,ChIJP1Z1gkQFdkgR9Wl0j9kWCzg,merchant_9056,7313
7964,Pat,McFadden,Pat McFadden,mcfaddenp@ee.co.uk,"92-94 Manchester Rd, Nelson BB9 7HD, UK",+44 7213 254 520,22/11/2001,TT534072C,3474 201009 85652,28-81-66,39095061,GB54890325985742169974,Wilkinson's HiFi,electronics_store|home_goods_store|store|point_of_interest|establishment,53.8350658,-2.2188668,True,,ChIJG9gAbxKRe0gRGuessqhQbf4,merchant_9056,7314
7965,Josh,Newbury,Josh Newbury,josh_newbury@github.com,"32 Churchill Way, Nelson BB9 6RT, UK",0192 529 387,30-03-1952,YZ228388D,4660 7540 4662 3200,24-41-67,30333723,GB29050853847389523576,TEXA UK Ltd.,electronics_store|store|point_of_interest|establishment,53.837034,-2.232464,True,,ChIJFXCBvASRe0gRBOXS9Ri3mkQ,merchant_9056,7315
7966,Peter,Swallow,Peter Swallow,peterswallow@twitter.com,"18 Market Square, Nelson BB9 7LP, UK",07353 954 133,1958-04-03,YR856578D,3793 985089 15741,22-34-11,72886106,GB56324184194238415036,Emery Electronic Design,electronics_store|store|point_of_interest|establishment,53.8377441,-2.2164069,True,,ChIJsdC6PQ2Re0gR1-5M5CqsYP4,merchant_9056,7316
7967,Rachel,Hopkins,Rachel Hopkins,rachel_hopkins@amazon.com,"Nelson BB9 7SY, UK",07829 651 379,04 January 1974,SW399333A,4115 9137 2411 5985,90-48-68,85186259,GB91401650334457270627,Friends motor,electronics_store|store|point_of_interest|establishment,53.8373311,-2.2214668,,,ChIJG-nyKAyRe0gRrrNwzfGUlyA,merchant_9056,7317
7968,Helen,Whately,Helen Whately,helen591@cloudflare.com,"42-44 Albert Rd, Colne BB8 0AD, UK",+44 7829 206 758,30 September 1953,EB252136D,4288 7419 3946 0900,43-14-71,75173991,GB93844695721242506916,Electrical Sales Colne,electronics_store|store|point_of_interest|establishment,53.856131,-2.1738813,True,,ChIJVZsjSTCSe0gRxEISqWnosPM,merchant_9056,7318
7969,Gavin,Robinson,Gavin Robinson,g.robinson@azure.microsoft.com,"25 Bath St, Colne BB8 9JQ, UK",020 8879 2056,24-12-2002,AT556600C,4627 6746 2353 6198,80-39-95,99354486,GB43434250755113722668,I B S,electronics_store|store|point_of_interest|establishment,53.859137,-2.1635958,True,,ChIJI6_XBTiSe0gRlW6Lg8jDsx4,merchant_9056,7319
7970,Chris,Curtis,Chris Curtis,curtisc@amazon.com,"1 Church St, Barnoldswick BB18 5UT, UK",020 8174 9693,28/02/1977,KL680870C,5253 8692 6904 3056,65-61-86,63850193,GB60590607084235743964,Harry Garlick,electronics_store|store|point_of_interest|establishment,53.9161695,-2.188527,True,,ChIJs-fmItyNe0gRH_g1nHSve7g,merchant_9056,7320
7971,Mike,Tapp,Mike Tapp,mike.tapp@monday.com,"Pendle Rise Shopping Centre, 2 Pendle St, Nelson BB9 9SL, UK",020 8919 9506,1990-02-17,TP309630A,5200 0764 9307 1162,56-44-97,25635140,GB41348758403907706246,Boots,pharmacy|electronics_store|health|store|point_of_interest|establishment,53.8358303,-2.2139566,True,,ChIJc9SBqHKRe0gRfltp4P0hU-Y,merchant_9056,7321
7972,Kemi,Badenoch,Kemi Badenoch,kemibadenoch@auth0.com,"B, Boundary Retail Park, Corporation St, Colne BB8 8LB, UK",020 9760 9383,28/12/1985,CZ128972C,3458 588211 74117,39-96-41,33331853,GB95624602248917292471,Argos Colne,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,53.849242,-2.1932368,True,2.0,ChIJ7fZskYGRe0gRNIPLNcyXaoI,merchant_9056,7322
7973,Danny,Beales,Danny Beales,danny_beales@uber.com,"27 Market Square, Nelson BB9 9SL, UK",+44 7825 122 343,12 May 1999,CS822332D,5583 2601 8232 5004,81-82-46,58334432,GB93495459931452134580,pendle games,electronics_store|store|point_of_interest|establishment,53.8364085,-2.2137718,True,,ChIJAQAAwHmRe0gRsWHf38H0lgI,merchant_9056,7323
7974,Angela,Rayner,Angela Rayner,angela.rayner@azure.microsoft.com,"Unit 1, prestige retail park, Burnley BB11 1BS, UK",020 3036 7552,1968-08-06,GA550233C,3409 406417 19332,63-56-13,14358669,GB47718120056924657381,Currys PC World Featuring Carphone Warehouse,electronics_store|home_goods_store|store|point_of_interest|establishment,53.7941934,-2.2424118,True,2.0,ChIJuWe65yiXe0gRLrjtRV_teUM,merchant_9056,7324
